timestamp,open,high,low,close,volume
2018-06-06 15:07:00,102.4200,102.4300,102.3900,102.4139,24894
2018-06-06 15:06:00,102.4150,102.4200,102.3950,102.4150,20524
2018-06-06 15:05:00,102.4400,102.4499,102.4100,102.4150,24566
2018-06-06 15:04:00,102.4350,102.4500,102.4100,102.4450,23859
2018-06-06 15:03:00,102.4250,102.4400,102.4200,102.4360,23796
2018-06-06 15:02:00,102.4250,102.4300,102.4150,102.4250,12067
2018-06-06 15:01:00,102.4300,102.4400,102.4150,102.4200,23835
2018-06-06 15:00:00,102.4290,102.4450,102.4200,102.4350,16166
2018-06-06 14:59:00,102.4400,102.4400,102.4200,102.4250,22924
2018-06-06 14:58:00,102.4500,102.4700,102.4450,102.4450,28027
2018-06-06 14:57:00,102.4500,102.4700,102.4250,102.4499,22502
2018-06-06 14:56:00,102.4350,102.4600,102.4200,102.4600,26282
2018-06-06 14:55:00,102.4450,102.4500,102.4150,102.4300,20045
2018-06-06 14:54:00,102.4250,102.4500,102.4100,102.4450,19004
2018-06-06 14:53:00,102.4300,102.4400,102.4200,102.4200,14780
2018-06-06 14:52:00,102.4200,102.4400,102.4100,102.4242,24961
2018-06-06 14:51:00,102.4300,102.4400,102.4100,102.4300,15339
2018-06-06 14:50:00,102.4150,102.4450,102.4101,102.4300,13100
2018-06-06 14:49:00,102.4200,102.4300,102.4100,102.4176,17123
2018-06-06 14:48:00,102.3910,102.4300,102.3800,102.4200,20998
2018-06-06 14:47:00,102.3900,102.4050,102.3700,102.3950,16846
2018-06-06 14:46:00,102.4000,102.4500,102.3700,102.3800,65348
2018-06-06 14:45:00,102.3850,102.4000,102.3500,102.3950,35836
2018-06-06 14:44:00,102.3450,102.3900,102.3450,102.3800,39709
2018-06-06 14:43:00,102.3375,102.3500,102.3300,102.3500,18603
2018-06-06 14:42:00,102.3300,102.3500,102.3250,102.3300,25573
2018-06-06 14:41:00,102.3200,102.3500,102.3200,102.3300,15901
2018-06-06 14:40:00,102.3150,102.3300,102.3100,102.3150,12950
2018-06-06 14:39:00,102.2899,102.3400,102.2800,102.3200,15613
2018-06-06 14:38:00,102.3100,102.3100,102.2850,102.2900,7203
2018-06-06 14:37:00,102.3000,102.3200,102.3000,102.3100,12862
2018-06-06 14:36:00,102.2400,102.3100,102.2400,102.3000,24318
2018-06-06 14:35:00,102.2100,102.2467,102.2000,102.2400,9490
2018-06-06 14:34:00,102.2100,102.2200,102.1900,102.2200,17648
2018-06-06 14:33:00,102.1995,102.2200,102.1850,102.2100,46566
2018-06-06 14:32:00,102.1990,102.2000,102.1900,102.1900,11259
2018-06-06 14:31:00,102.2100,102.2250,102.1950,102.1950,14433
2018-06-06 14:30:00,102.2200,102.2200,102.2050,102.2150,6631
2018-06-06 14:29:00,102.2000,102.2300,102.1950,102.2200,17873
2018-06-06 14:28:00,102.2050,102.2250,102.2000,102.2000,28645
2018-06-06 14:27:00,102.2400,102.2500,102.2050,102.2100,22977
2018-06-06 14:26:00,102.2350,102.2400,102.2300,102.2400,16848
2018-06-06 14:25:00,102.2400,102.2550,102.2300,102.2361,15797
2018-06-06 14:24:00,102.2350,102.2675,102.2350,102.2500,11811
2018-06-06 14:23:00,102.2250,102.2415,102.2200,102.2300,7155
2018-06-06 14:22:00,102.2500,102.2500,102.2100,102.2250,17767
2018-06-06 14:21:00,102.2400,102.2650,102.2375,102.2450,13412
